state,year,quarter,brand,total_users,total_transaction_amount
west-bengal,2019,3,Samsung,2060536,0.21367712990533663
tamil-nadu,2019,3,Xiaomi,2046907,0.24284577880573058
rajasthan,2019,2,Xiaomi,2038775,0.2321026965705006
tamil-nadu,2020,1,Samsung,2037120,0.18736672636540633
uttar-pradesh,2018,4,Samsung,2031840,0.19646558429327352
west-bengal,2021,3,Others,2029381,0.10502260537782461
west-bengal,2019,1,Xiaomi,2022433,0.27148847058665604
odisha,2021,4,Vivo,2017533,0.17698845580427108
gujarat,2020,4,Oppo,2016643,0.14822586623661552
haryana,2021,2,Samsung,2016108,0.19145244798156685
delhi,2021,2,Vivo,2011494,0.17987553809684048
andhra-pradesh,2021,1,Oppo,2010506,0.10948242386229423
gujarat,2019,3,Xiaomi,2007322,0.23813629104863882
maharashtra,2021,2,Realme,2003392,0.05050818867972192
rajasthan,2020,3,Oppo,2001908,0.13373324216074753
madhya-pradesh,2021,2,Oppo,2001363,0.1255486582186051
telangana,2022,1,Realme,1999746,0.09027949205195775
delhi,2020,1,Xiaomi,1998766,0.25539428665033603
rajasthan,2019,3,Samsung,1996093,0.20373900820062335
bihar,2021,3,Oppo,1994060,0.12338891504619427
kerala,2021,4,Xiaomi,1989367,0.2347665335899672
rajasthan,2019,3,Vivo,1985897,0.20269831374018812
west-bengal,2020,3,Vivo,1985209,0.13740024304478443
tamil-nadu,2021,2,Oppo,1982731,0.11136096620738686
karnataka,2019,2,Vivo,1973047,0.16485901213786297
telangana,2021,2,Oppo,1971737,0.10770469899840934
west-bengal,2021,2,Oppo,1970103,0.10957204121317383
delhi,2021,1,Samsung,1963994,0.18763299866917738
gujarat,2019,4,Samsung,1961599,0.21038623848497806
madhya-pradesh,2020,1,Vivo,1956817,0.19276381485811128
bihar,2019,2,Xiaomi,1953040,0.2963750267650152
maharashtra,2020,1,Others,1952393,0.074608831494792
gujarat,2019,4,Vivo,1944394,0.20854096061058372
tamil-nadu,2020,1,Vivo,1937792,0.17823090609147887
uttar-pradesh,2020,4,Realme,1937082,0.07108783714007205
madhya-pradesh,2019,2,Xiaomi,1936039,0.2651682497001851
madhya-pradesh,2022,1,Realme,1935366,0.09846110735740835
west-bengal,2021,4,Realme,1930021,0.09348826446835037
west-bengal,2021,2,Others,1928653,0.10726669925476554
odisha,2020,1,Xiaomi,1927219,0.2896779934375174
haryana,2021,1,Vivo,1922898,0.1956569584260328
andhra-pradesh,2019,4,Vivo,1922141,0.1634767925484545
uttar-pradesh,2019,3,Others,1921740,0.11977482527306528
haryana,2020,2,Xiaomi,1914791,0.24922834906398358
andhra-pradesh,2019,2,Samsung,1914378,0.20389577040288517
haryana,2021,1,Samsung,1913165,0.19466661511278344
maharashtra,2019,1,Oppo,1907902,0.11716096538962228
maharashtra,2018,4,Vivo,1906545,0.14247509378921897
bihar,2020,4,Vivo,1900128,0.1474129261410912
bihar,2020,1,Samsung,1896957,0.20285632890803504
karnataka,2020,1,Oppo,1888027,0.11094959270093753
madhya-pradesh,2020,1,Samsung,1873824,0.1845882689146126
delhi,2019,4,Xiaomi,1872284,0.25683320294715295
jharkhand,2022,1,Xiaomi,1869656,0.2661327848376042
telangana,2019,2,Samsung,1863266,0.2059766259300927
odisha,2022,1,Samsung,1862470,0.15360857298924788
kerala,2021,3,Xiaomi,1859763,0.2339493736968397
uttar-pradesh,2019,3,Oppo,1858877,0.11585681095211618
rajasthan,2022,1,Realme,1857144,0.07936900507576075
andhra-pradesh,2020,4,Oppo,1856052,0.10869000879275194
telangana,2019,4,Vivo,1854821,0.16530363415229954
odisha,2021,3,Vivo,1849105,0.17358429813123505
madhya-pradesh,2021,1,Oppo,1846729,0.12444746013441085
delhi,2020,4,Samsung,1842707,0.18903498657361206
delhi,2021,1,Vivo,1839180,0.17570871321011042
bihar,2021,3,Realme,1835886,0.11360138696353039
west-bengal,2019,2,Samsung,1833729,0.21290754046740926
west-bengal,2021,1,Others,1830849,0.10892205921434363
west-bengal,2021,1,Oppo,1829470,0.1088400188496513
gujarat,2020,3,Oppo,1827108,0.14654559042952645
bihar,2021,2,Oppo,1826833,0.12201553900065282
kerala,2022,1,Samsung,1826034,0.20351907576865194
haryana,2022,1,Oppo,1825605,0.14188285556806302
tamil-nadu,2021,1,Oppo,1825392,0.1097477918075145
gujarat,2019,2,Xiaomi,1819154,0.24016359842606486
